headline,abstract,pub date,original,person rank,keywords,lead paragraph,news desk,section name,type of material
White Nationalism Loses in Court,Also: Barr’s testimony was problematic but not nearly as bad as I feared.,2019-01-16T14:02:35+0000,By David Leonhardt,1,"['United States Politics and Government', 'Ross, Wilbur L Jr', 'Census', 'Commerce Department', 'Decisions and Verdicts', 'Citizenship and Naturalization', 'Supreme Court (US)', 'Census Bureau', 'Illegal Immigration', 'Hispanic-Americans', 'Immigration and Emigration']",This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,OpEd,Opinion,Op-Ed
Alexis Tsipras Survives Confidence Vote in Greece’s Parliament,"The prime minister was widely expected to win, but he still faces a series of crises, including a deal to end a dispute with Macedonia.",2019-01-16T14:07:34+0000,By Niki Kitsantonis,1,"['Tsipras, Alexis', 'Greece', 'Coalition of the Radical Left (Greece)', 'Kammenos, Panos', 'European Sovereign Debt Crisis (2010- )', 'Politics and Government', 'Legislatures and Parliaments']",ATHENS — Prime Minister Alexis Tsipras of Greece survived a late-night confidence vote on Wednesday as two days of acrimonious debate ended with Greek lawmakers delivering him a razor-thin victory to hold his government together.,Foreign,World,News
A Retreat in the Colombian Andes,"This three-story house in the hills outside Bogotá, Colombia, is on the market for about $2.7 million.",2019-01-16T14:30:11+0000,,2,"['Colombia', 'Bogota (Colombia)', 'ANDES MOUNTAINS', 'Real Estate and Housing (Residential)']","This three-story house in the hills outside Bogotá, Colombia, is on the market for about $2.7 million.",Real Estate,Real Estate,Slideshow
House Hunting in … Colombia,Consumer confidence and falling interest rates are helping the capital city of Bogotá compete for international home buyers.,2019-01-16T14:31:14+0000,By Alison Gregor,3,"['Real Estate and Housing (Residential)', 'Bogota (Colombia)', 'Colombia', 'ANDES MOUNTAINS']","This three-story, circular house is built into the hills outside La Calera, a small town in the eastern ranges of the Andes Mountains overlooking Bogotá, Colombia. ",RealEstate,Real Estate,News
Pelosi Asks Trump to Reschedule State of the Union Amid Shutdown,Speaker Nancy Pelosi cited security concerns from the government shutdown in her request to reschedule the speech or to have the president deliver it in writing.,2019-01-16T14:42:41+0000,By Julie Hirschfeld Davis and Nicholas Fandos,1,"['United States Politics and Government', 'State of the Union Message (US)', 'Shutdowns (Institutional)', 'House of Representatives', 'Pelosi, Nancy', 'Trump, Donald J', 'Democratic Party', 'Senate', 'Republican Party']","WASHINGTON — Speaker Nancy Pelosi asked President Trump on Wednesday to scrap or delay his Jan. 29 State of the Union address amid the partial government shutdown, an extraordinary request that escalated the partisan battle over his border wall even as bipartisan groups of lawmakers pressed him to reopen the government and make room for compromise.",Washington,U.S.,News
A New Trend at Paris Men’s Fashion Week: Yellow Vests?,"As France prepares for a 10th weekend of antigovernment protests, the show schedule for the men’s collections has been upended as brands seek to avoid confrontations.",2019-01-16T14:59:39+0000,By Elizabeth Paton,1,"['Demonstrations, Protests and Riots', 'Fashion and Apparel', 'Yellow Vests Movement', 'Luxury Goods and Services', 'Christian Dior SA', 'Compagnie Financiere Richemont SA', 'Hermes International SA', 'Kering SA', 'LVMH Moet Hennessy Louis Vuitton SA', 'Macron, Emmanuel (1977- )', 'Paris (France)', 'your-feed-fashion']","Over nine straight weekends, the antigovernment demonstrations against President Emmanuel Macron of France and his economic policies by members of the so-called Yellow Vest movement have caused some of the country’s worst civil unrest in more than a decade. The luxury goods industry, one of France’s top export categories and a major driver of tourism in Paris, has been especially hard hit, with scores of boutiques vandalized and poor sales during the all-important holiday season, when nervous shoppers stayed away.",Styles,Fashion & Style,News
"Facebook Advertising Profiles Are a Mystery to Most Users, Survey Says","About three-fourths of the Facebook users in a Pew Research Center survey said they were not aware of the Ad Preferences page, which lists their personal traits made available to advertisers.",2019-01-16T15:04:03+0000,By Sapna Maheshwari,1,"['Online Advertising', 'Facebook Inc', 'Pew Research Center', 'Data-Mining and Database Marketing', 'Privacy', 'Social Media']",The scrutiny of Facebook’s collection and use of consumer data in recent years has prompted the tech giant to repeatedly defend its efforts around transparency and privacy.,Business,Business Day,News
Read the Letter Pelosi Sent to Trump on the State of the Union,"In her letter, Speaker Nancy Pelosi said “since the start of modern budgeting in Fiscal Year 1977, a State of the Union address has never been delivered during a government shutdown.”",2019-01-16T15:06:48+0000,,2,"['House of Representatives', 'Pelosi, Nancy', 'Trump, Donald J']",Speaker Nancy Pelosi sent a letter to President Trump on Wednesday suggesting that he delay his annual State of the Union address. Ms. Pelosi noted that both the Secret Service and Homeland Security Department have gone without funding in the government shutdown.,Washington,U.S.,Text
"Andrew Wheeler, at E.P.A. Confirmation Hearing, Walks a Fine Line on Climate Change",The former coal lobbyist took the stand before a Senate panel to make his case for leading the E.P.A. and steering President Trump’s agenda of rolling back environmental rules.,2019-01-16T15:10:06+0000,By Lisa Friedman,1,"['Wheeler, Andrew R', 'Environmental Protection Agency', 'Appointments and Executive Changes', 'Senate Committee on Environment and Public Works', 'Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'United States Politics and Government', 'Regulation and Deregulation of Industry', 'Coal']","WASHINGTON — When Andrew Wheeler, President Trump’s nominee to lead the Environmental Protection Agency, testified before Senators on Wednesday at his confirmation hearing, he found himself walking a tightrope on the issue of climate change.",Climate,Climate,News
"ISIS Attack in Syria Kills 4 Americans, Raising New Worries About Troop Withdrawal",Critics of President Trump’s drawdown plans said his claim of victory over the Islamic State may have emboldened its fighters and encouraged the suicide bombing that killed 19 people.,2019-01-16T15:10:58+0000,"By Eric Schmitt, Ben Hubbard and Rukmini Callimachi",1,"['Syria', 'United States Defense and Military Forces', 'Islamic State in Iraq and Syria (ISIS)', 'Terrorism', 'Deaths (Fatalities)', 'Manbij (Syria)', 'Defense and Military Forces', 'Syrian Observatory for Human Rights', 'Trump, Donald J', 'United States International Relations', 'United States Politics and Government']","WASHINGTON — Four Americans were among 19 people killed in Syria on Wednesday in a suicide bombing that was claimed by the Islamic State, just weeks after President Trump ordered the withdrawal of United States forces and declared that the extremist group had been defeated.",Washington,World,News
What to Cook Today,"Melissa Clark has two recipes for tender chicken breasts — one with tomatillos and jalapeños, another with a parsley-onion salad — well worth making.",2019-01-16T15:30:00+0000,By Sam Sifton,1,"['Cooking and Cookbooks', 'Recipes']","Good morning. Melissa Clark is so smart. She’s come up with a terrific new recipe for oven-poached chicken breasts  that results in perfect chicken while allowing you to take advantage of the oven’s low heat to perform other feats of magic. You could make velvety garlic confit, for instance, that you can use to dress up oven-poached chicken breasts with tomatillos and jalapeños (above), or crisp shards of chicken skin to accompany oven-poached chicken breasts with crunchy parsley-onion salad. Make one of those dishes for dinner tonight, and I wager you’ll be making it all the time this winter.",Dining,Food,News
"At the Australian Open, Young American Men Seize the Moment","Frances Tiafoe, 20, upset fifth-seeded Kevin Anderson, and Taylor Fritz, 21, ousted Gaël Monfils in the second round.",2019-01-16T15:37:32+0000,By Kurt Streeter,2,"['Tennis', 'Australian Open (Tennis)', 'United States Tennis Assn', 'Anderson, Kevin (1986- )', 'Blackman, Martin (1970- )', 'Fritz, Taylor Harry (1997- )', 'Tiafoe, Frances (1998- )']","MELBOURNE, Australia — Could the 2019 Australian Open be the Grand Slam tournament in which a budding cast of young American men breaks through?",Sports,Sports,News
"‘Shiraz,’ a Silent Spectacle of India, Returns",This alt version of the back story of the Taj Mahal features real footage of Rajasthan that is more luxuriant than anything Hollywood could have created in 1929.,2019-01-16T15:43:26+0000,By J. Hoberman,1,"['Movies', 'Metrograph Theater (Manhattan, NY, Movie Theater)', 'Osten, Franz', 'Rai, Himansu', 'Shiraz: A Romance of India (Movie)']","Imperialism for the masses, the movie culture of the 1920s, purveyed romantic fantasies of an imaginary East. Theaters were designed to evoke the Alhambra. Rudolph Valentino rose to stardom as the Sheik; Douglas Fairbanks cavorted as the Thief of Bagdad. A Photoplay writer declared Scheherazade was the muse of cinema, and studio bosses were known as “movie moguls.”",Weekend,Movies,News
"Corbyn Will Decide Fate of Brexit, Whether He Wants to or Not","Britain’s opposition leader has strained to keep his options open on E.U. withdrawal. But his party’s votes will be critical to the outcome, and time is running out.",2019-01-16T15:45:25+0000,By Benjamin Mueller,1,"['Great Britain', 'Corbyn, Jeremy (1949- )', 'May, Theresa M', 'Politics and Government', 'Labour Party (Great Britain)', 'Great Britain Withdrawal from EU (Brexit)', 'European Union']","LONDON — Just minutes after Prime Minister Theresa May’s plan for leaving the European Union was resoundingly defeated on Tuesday night, the leader of the opposition Labour Party, Jeremy Corbyn, rose in Parliament and vowed in thunderous tones to unseat her.",Foreign,World,News
Iran State Television Says U.S. Is Holding One of Its Journalists,"Marzieh Hashemi, an anchor for Press TV, was arrested on Sunday in St. Louis, the network said. U.S. officials have not confirmed her arrest.",2019-01-16T15:45:39+0000,By Thomas Erdbrink,1,"['Hashemi, Marzieh', 'News and News Media', 'United States International Relations', 'Iran', 'Press TV']","TEHRAN — A prominent American-born journalist working for an Iranian state-run satellite television channel has been arrested in the United States, the broadcaster said Wednesday.",Foreign,World,News
American Alliance of Museums Leads National Diversity Initiative,"A multiyear project, backed by $4 million from three foundations, aims to make the country’s museums more inclusive.",2019-01-16T15:50:37+0000,By Sara Aridi,1,"['Museums', 'American Alliance of Museums', 'Race and Ethnicity', 'Walton, Alice L, Foundation', 'Mellon Foundation', 'Ford Foundation', 'Philanthropy', 'Finances']",The American Alliance of Museums has announced a multimillion-dollar initiative to diversify museum leadership across the country.,Weekend,Arts,News
Acupuncture for All,A new wellness studio in the Flatiron district aims to make acupuncture as accessible as a Drybar blowout. ,2019-01-16T15:50:42+0000,By Marisa Meltzer,1,"['WTHN LLC', 'ACUPUNCTURE', 'Flatiron District (Manhattan, NY)']","Do one thing, do it well and do it affordably. That seems to be the thought behind the boutique studio boom that has given us Drybar for hairstyling, SoulCycle for indoor cycling, Skin Laundry for laser treatments, MNDFL for meditation. ",Styles,Style,News
"In a Children’s Theater Program, Drama Over a Peanut Allergy",The conflict over accommodating a child’s allergy turned into a legal battle that highlights the isolation that people with food allergies often face.,2019-01-16T15:52:49+0000,By Roni Caryn Rabin,1,"['Peanuts', 'ALLERGIES', 'Theater', 'Disabilities', 'Children and Childhood', 'Families and Family Life', 'Discrimination', 'AMERICANS WITH DISABILITIES ACT']","TURNERS FALLS, Mass. — It seemed like the perfect setting for a shy, thoughtful 10-year-old boy’s first steps on stage: a kids’ Shakespeare program that doesn’t hold auditions, guarantees everyone a substantial speaking role, emphasizes community, and excludes no one.",Well,Well,News
‘A Discovery of Witches’: When a Vamp Loves a Wiccan,"Deborah Harkness’s All Souls fantasy novels come to TV in “A Discovery of Witches,” the latest story of hot, forbidden supernatural love.",2019-01-16T15:55:09+0000,By Mike Hale,1,"['Television', 'A Discovery of Witches (TV Program)', 'SundanceTV', 'Goode, Matthew', 'Palmer, Teresa (1986- )']","The idea of the vampire as perfect lover is pretty old by now, but really, lovers don’t get much more perfect than the vampire aristocrat Matthew Clairmont in “A Discovery of Witches.” He listens so well he can hear your heartbeat rise, he’s so sensitive he can feel your heat and he’s so passionate he can just barely stop himself from ripping into your throat. That he’s played by that tall drink of plasma Matthew Goode (“The Crown”) is just overkill.",Weekend,Arts,Review
An Australian Brings Americana to His New York Bar,"Peppi’s Cellar is the first bar in the city from Jason Scott, whose enthusiasm for the United States shows in his Sydney bars.",2019-01-16T15:57:52+0000,By Robert Simonson,1,"['Restaurants', 'Bars and Nightclubs', ""Peppi's Cellar (Manhattan, NY, Bar)"", 'Gran Tivoli (Manhattan, NY, Restaurant)', 'Scott, Jason (Restaurateur)', 'NoLIta (Manhattan, NY)', 'Italian Food (Cuisine)']","New Yorkers have recently become accustomed to Australians’ bringing their flat whites and foodways to the city, particularly at cafes. Jason Scott, a Sydney transplant, has a different idea: He’s going to bring America to New York.",Dining,Food,News
New York’s Lost Department Stores,"Whether or not you shopped there, you should be sorry to see Henri Bendel and Lord & Taylor’s flagship go. ",2019-01-16T15:58:01+0000,By Vanessa Friedman,1,"['Shopping and Retail', 'Fashion and Apparel', 'Shutdowns (Institutional)', 'Lord & Taylor', 'Henri Bendel', 'Saks Fifth Avenue', 'Fifth Avenue (Manhattan, NY)', 'your-feed-fashion', 'New York City']","On Saturday, Henri Bendel, the department store whose brown and white stripes once defined the concept of the boutique as a carnival of gewgaws and glamour, will shut its doors for the last time. It has been a slow farewell, 24 stores blinking out like fireflies since the start of the year, culminating with the shuttering of the New York flagship this week. (The website will stay open until Jan. 28.)",Styles,Fashion & Style,News
The Integrity of William Barr,He should not be required to recuse himself from the Mueller investigation. ,2019-01-16T15:59:07+0000,By Kenneth W. Starr,1,"['Barr, William P', 'Attorneys General', 'Justice Department', 'Appointments and Executive Changes', 'Mueller, Robert S III', 'Special Prosecutors (Independent Counsel)', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']","After the stormy tenure of Jeff Sessions as attorney general, the likely return of William Barr to the job — which he held with distinction under President George H.W. Bush — has been greeted with sighs of relief at the Justice Department. The reason is not hard to divine: Bill Barr is an accomplished lawyer with a deep respect for the law and for the integrity and independence of the department — something I know from having served under him. After his solid performance before the Senate Judiciary Committee on Tuesday, he seems almost certain to be approved by the full Senate. ",OpEd,Opinion,Op-Ed
The Artist Who Cooks Lunch for His Studio (Almost) Every Day,Xavier Veilhan has an unconventional work space but a traditional approach to the midday meal.,2019-01-16T16:11:17+0000,By Julia Sherman,1,"['Cooking and Cookbooks', 'Art', 'Recipes']","For the mixed-media artist Xavier Veilhan, the studio is not only a place of work, it is also a place for living. While he notes that many of his peers in the visual-art world have rejected the convention of the studio to “work on airplanes and outsource their production,” he has adopted the opposite approach: “I do not have a fancy home or a beach house, I have this studio instead.” In 2007, he collaborated with the French architecture firm Bona-Lemercier to transform a ’60s-era storage hangar in Paris’s Bastille neighborhood into a space where he could produce and fabricate his work, which ranges from 3-D printed sculptures to ambitious installations like the recording studio he created in the French Pavilion at last year’s Venice Art Biennale. But he also wanted a place where he could cook intimate lunches and host the occasional party (every year, during Paris’s annual Fête de la Musique, he invites up to 500 of his friends into the studio to watch world-renowned D.J.s). The studio’s design, while delightfully unconventional — with its rounded blond-wood walls, nylon strap and net railings and floating portal-like doors — is precisely tailored to Veilhan’s needs.",TStyle,T Magazine,News
Financial Coaching Gives Him a Path Out of Student Loan Debt,"While trying to earn a degree, Eddie Rodriguez put himself in deep financial trouble. A Community Service Society program is offering the advice he needs.",2019-01-16T16:19:18+0000,By Adriana Balsamo,1,"['New York Times Neediest Cases Fund', 'Community Service Society of New York']","Eddie Rodriguez approached his financial counselor, beaming in his new navy suit.",Metro,Neediest Cases,News
"Jean Bourgain, Problem-Conquering Mathematician, Is Dead at 64","Dr. Bourgain, a recipient of some of his field’s most prestigious awards, was undaunted by even the most intractable of challenges.",2019-01-16T16:38:43+0000,By Kenneth Chang,1,"['BOURGAIN, JEAN', 'Institute for Advanced Study', 'Mathematics', 'Deaths (Obituaries)']","Jean Bourgain, a mathematician who conquered difficult problems prolifically across a wide swath of fields, died on Dec. 22 at a hospital in Bonheiden, Belgium. He was 64.",Obits,Obituaries,Obituary (Obit)
Real Wedding-Day Looks From Our Couples,"A selection of outfits worn by men and women, most of whom were featured in our announcements.",2019-01-16T17:00:22+0000,By Charanna Alexander,1,"['Dresses', 'Fashion and Apparel', 'Suits (Apparel)', 'Marriages']","A custom bridal jumpsuit. Two matching, dazzling dinner jackets. A nontraditional marigold gown. The men and women featured in our wedding announcements wore wedding outfits that told many stories. Here is a selection of photographs from their weddings, with details on where they purchased their outfits and why.",Society,Fashion & Style,News
Student Winners From Our 2018 Editorial Cartoon Contest,"Climate change, vaping, school shootings, inequality and, of course, President Trump, are all popular topics in this year’s contest. Enjoy the insightful commentary in these winning cartoons.",2019-01-16T17:02:26+0000,,1,[],"Climate change, vaping, school shootings, inequality and, of course, President Trump, are all popular topics in this year’s contest. Enjoy the insightful commentary in these winning cartoons.",The Learning Network,The Learning Network,Interactive Feature
YouTube Bans Risky Prank Videos Amid Spate of ‘Bird Box’ Challenge Stunts,The video-sharing site said that it was clarifying its policies on the posting of harmful content to explicitly exclude pranks with a “perceived danger of serious physical injury.”,2019-01-16T17:05:48+0000,By Amie Tsang,2,"['YouTube.com', 'Google Inc', 'Hoaxes and Pranks', 'Bird Box (Movie)', 'Procter & Gamble Co', 'Netflix Inc', 'Video Recordings, Downloads and Streaming', 'Social Media']","LONDON — Scenes of pranks ranging from silly to hazardous have long been among YouTube’s most popular offerings. Now, after multiple reports of people putting themselves or others at risk by copying some of those stunts, the video-sharing service is clamping down on content that, in its view, depicts “dangerous challenges and pranks.”",Business,Business Day,News
The New Mom Uniform of Park Slope ,It involves clompy ol’ clogs and a mysterious strap.,2019-01-16T17:26:38+0000,By Hayley Krischer,1,"['Fashion and Apparel', 'Women and Girls', 'Handbags and Purses', 'Shoes and Boots', 'Park Slope (Brooklyn, NY)']","In the 1950s, women across the country wore practical, button-down housedresses with tight waists and deep pockets. In the ’80s, shoulder pads were a symbol of power in the workplace, but also up and down supermarket aisles. In the aughts, moms (and their daughters) wore a whole lot of Juicy Couture velour sweatsuits. ",Styles,Style,News
"O.K., Google: How Much Money Have I Made for You Today?","In “The Age of Surveillance Capitalism,” Shoshana Zuboff methodically dissects a new economic order that exploits our “every move, emotion, utterance and desire.”",2019-01-16T17:28:28+0000,By Jennifer Szalai,1,"['Books and Literature', 'The Age of Surveillance Capitalism: The Fight for the Future at the New Frontier of Power (Book)', 'ZUBOFF, SHOSHANA', 'Privacy', 'Computers and the Internet', 'Facebook Inc', 'Google Inc']","A friend of mine says that whenever he walks into someone’s home he’s tempted to yell out, “Hey, Alexa,” or “O.K., Google,” and order 50 pizzas, just to see if there’s a device listening in on whatever gossip he planned to dish out next.",Culture,Books,Review
When Social Services Undermine Well-being,The intertwined challenges that many people face might be addressed more effectively together than separately. ,2019-01-16T17:30:08+0000,By David Bornstein,1,"['Homeless Persons', 'Child Abuse and Neglect', 'Mental Health and Disorders', 'Abuse of the Disabled', 'Full Frame Initiative', 'Massachusetts', 'Missouri']",First of two articles.,OpEd,Opinion,Op-Ed
The Easy (and Free) Way to Make a Budget Spreadsheet,"With a little time, typing and easy-to-use software, you can quickly see your financial picture much more thoroughly and better plan for the future.",2019-01-16T17:36:57+0000,By J. D. Biersdorfer,1,"['Budgets and Budgeting', 'Software', 'Personal Finances', 'Computers and the Internet']","It’s January and you’ve gone and done it: You’ve resolved to keep better track of your personal finances. But deep down, you’re not sure where to start. Sure, you can buy accounting software, sign up for a service or poke around your bank’s online offerings for money management. But don’t overlook what is probably the best option of all: a simple and free spreadsheet you make yourself.",Business,Technology,News
Video Shows Deadly Blast in Syria,"The attack, which was claimed by the Islamic State, occurred at a restaurant in Manbij, northern Syria, frequented by American troops. Warning: video includes scenes of graphic violence.",2019-01-16T17:38:50+0000,By David Botti,1,"['Syria', 'Bombs and Explosives', 'Terrorism', 'Islamic State in Iraq and Syria (ISIS)', 'Manbij (Syria)', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Deaths (Fatalities)']","The attack, which was claimed by the Islamic State, occurred at a restaurant in Manbij, northern Syria, frequented by American troops. Warning: video includes scenes of graphic violence.",,World,Video
What to Expect When You’re Expecting Brexit,"The short run could be bad for the rest of Europe, too.",2019-01-16T17:47:51+0000,By Paul Krugman,1,"['Great Britain Withdrawal from EU (Brexit)', 'British Pound (Currency)', 'International Trade and World Market', 'Bank of England', 'Eurozone', 'Calais (France)', 'Draghi, Mario', 'Dover (England)', 'Canada', 'Europe', 'Great Britain']","What’s going to happen with Brexit? A second referendum? A disorderly hard exit? A new offer from the European Union that isn’t as offensive as the deal that just got rejected? God knows, and even He may be uncertain.",OpEd,Opinion,Op-Ed
What to See in New York Art Galleries This Week,Harold Haliday Costain photographs the sugar and salt industries; Karl Haendel creates artistic punch lines; and Lynette Yiadom-Boakye ignites the unexpected.,2019-01-16T17:58:18+0000,,1,"['Art', 'Costain, Harold Haliday', 'De Lellis, Keith, Gallery (Manhattan, NY)', 'Haendel, Karl', 'Mitchell-Innes & Nash', 'Yiadom-Boakye, Lynette', 'Shainman, Jack, Gallery']","These days, when an American brand wants to drum up publicity, it offers some free swag to Instagram micro-celebrities, happy to prettify their performed  “real life” with whatever product comes their way. A century ago, it was safer to call up an artist. Harold Haliday Costain (1897—1994), trained as an illustrator, became one of the most adroit commercial photographers of the 1930s — providing American corporations with a bold, modern image that appeared nearly heroic in the years of the Depression.",Weekend,Arts,Review
What Do the Oscars Gain by Losing a Host?,"With Kevin Hart gone and a plan to proceed with no comic in charge, the show theoretically should be shorter. But the host’s importance is both overrated and underrated.",2019-01-16T17:59:17+0000,By Kyle Buchanan,1,"['Movies', 'Television', 'Academy Awards (Oscars)', 'ABC INC', 'Goldberg, Whoopi', 'Kimmel, Jimmy', 'Hart, Kevin', 'DeGeneres, Ellen', 'Jackman, Hugh']",One name won’t be called at this year’s Oscars: the host’s.,Culture,Movies,News
"James Blake Finds Love, Moodily, on ‘Assume Form’","The English musician’s style has seeped into pop’s commercial mainstream. On his fourth album, his greatest challenges are his own past and a new lyrical frontier: intimacy.",2019-01-16T18:25:13+0000,By Jon Pareles,2,"['Pop and Rock Music', 'Blake, James (1988- )', 'Assume Form (Album)']","Love is a murky, uncertain, only sporadically blissful thing on James Blake’s fourth album, “Assume Form.” But sometimes it manages to break through his chronic melancholy. He needs the changeup, because echoes of his own past are his toughest competition.",Culture,Arts,Review
Needed: A New Foundation for the Church,A priest writes that healing from the sex abuse crisis cannot occur soon enough.,2019-01-16T18:51:10+0000,,1,"['Roman Catholic Church', 'Sex Crimes']",To the Editor:,Letters,Opinion,Letter
A Wedding Planning Tip From a Rabbi,"Check if your clergy person will be available to officiate before you set the date, a rabbi advises.",2019-01-16T18:55:37+0000,,1,"['Weddings and Engagements', 'Clergy', 'Rabbis']",To the Editor:,Letters,Opinion,Letter
A 2-Year-Old Boy Is Trapped in a Well. Spain Is Watching.,"Rescuers are racing against the clock to find Julen Roselló, who is believed to be more than 250 feet underground.",2019-01-16T18:55:55+0000,By Raphael Minder,1,"['Rosello, Julen', 'Rescues', 'Accidents and Safety', 'Spain', 'Children and Childhood']","MADRID — The well is over 300 feet deep, but less than a foot wide. And somewhere in its depths a 2-year-old boy is believed to be trapped.",Foreign,World,News
Turkish Prosecutors Seek Arrest of the Knicks’ Enes Kanter,"The prosecutors requested an international warrant and accused Kanter, who has harshly criticized President Recep Tayyip Erdogan of Turkey, of membership in a terrorist organization.",2019-01-16T18:56:01+0000,By The New York Times,1,"['Politics and Government', 'Basketball', 'National Basketball Assn', 'New York Knicks', 'Erdogan, Recep Tayyip', 'Gulen, Fethullah', 'Kanter, Enes']","Turkish prosecutors are seeking an international arrest warrant for Knicks center Enes Kanter, accusing him of membership in a terrorist organization.",Sports,Sports,News
Karen Pence Is Teaching at Christian School That Bars L.G.B.T. Students and Teachers,"Mrs. Pence is teaching art at Immanuel Christian School in Springfield, Va., which requires employees to uphold conservative beliefs on sexual identity.",2019-01-16T18:56:04+0000,By Matthew Haag,2,"['Pence, Karen (1957- )', 'Education (K-12)', 'Christians and Christianity', 'Creationism and Intelligent Design', 'Private and Sectarian Schools', 'Virginia']","Karen Pence, the second lady of the United States, returned to teaching art this week, accepting a part-time position at a private Christian school that does not allow gay students and requires employees to affirm that marriage should only be between a man and a woman.",Express,U.S.,News
Global Warming Is Helping to Wipe Out Coffee in the Wild,"Researchers found that more than half of all species could vanish from the wild, and the implications for coffee’s survival in the era of climate change are huge.",2019-01-16T19:00:05+0000,By Somini Sengupta,1,"['Coffee', 'Global Warming', 'Greenhouse Gas Emissions', 'Environment', 'Science Advances (Journal)', 'Global Change Biology (Journal)', 'Davis, Aaron P']","Aaron Davis, a British botanist, has spent 30 years trekking across forests and farms to chronicle the fate of one plant: coffee.",Climate,Climate,News
William Barr and the Mueller Report,A reader says William Barr should not be confirmed as attorney general if he refuses to commit to the full release of the investigative report.,2019-01-16T19:01:05+0000,,1,"['Barr, William P', 'Mueller, Robert S III', 'Trump, Donald J', 'United States Politics and Government', 'Attorneys General', 'Senate Committee on the Judiciary']",To the Editor:,Letters,Opinion,Letter
Valentino: Fall 2019,Valentino 2019 Fall Menswear Collection.,2019-01-16T19:02:36+0000,,1,['Valentino Fashion Group SpA'],Valentino 2019 Fall Menswear Collection.,Fashion & Style,Fashion & Style,Slideshow
"Brexit, Glaciers, Syria: Your Thursday Briefing",Let us help you start your day.,2019-01-16T19:13:09+0000,By Alisha Haridasani Gupta,1,[],(Want to get this briefing by email? Here’s the sign-up.),NYTNow,Briefing,briefing
"Trump, Trauma and a War That Won’t Go Away","Performers revisit their own fraught memories in recent productions, including one inspired by women who have accused the president of misconduct.",2019-01-16T19:19:50+0000,By Laura Collins-Hughes,1,"['Theater', 'The Pussy Grabber Plays (Play)', 'Gold, Judy', 'Stoynoff, Natasha', 'Ziegler, Anna', 'Feiffer, Halley', 'Minefield (Play)', 'Arias, Lola', 'Trump, Donald J']","At the end of “The Pussy Grabber Plays,” a program of eight short works that made a raucous debut late Monday night at Joe’s Pub, six women who had been instrumental in their creation crowded onto the small stage at the Public Theater to take a bow with the actors.",Culture,Theater,News
Democrats Fall Short in Russia Sanctions Vote,A measure that would have forced President Trump to leave sanctions in place on an oligarch’s companies came three votes short in the Senate.,2019-01-16T19:21:12+0000,By Kenneth P. Vogel,1,"['Embargoes and Sanctions', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidential Election of 2016', 'Rusal', 'EN+ Group', 'Senate', 'Treasury Department', 'Deripaska, Oleg V', 'Trump, Donald J', 'Russia']",WASHINGTON — Senate Republicans on Wednesday narrowly staved off an effort by Democrats to deal the Trump administration’s Russia sanctions policy an embarrassing rebuke.,Washington,U.S.,News
Why Don’t Unpaid Federal Workers Walk Off the Job?,"Federal law prohibits strikes, public servants care about their work and other reasons airports and prisons aren’t in chaos, despite a protracted federal shutdown.",2019-01-16T19:38:50+0000,By Jim Tankersley and Thomas Kaplan,1,"['Labor and Jobs', 'Shutdowns (Institutional)', 'Wages and Salaries', 'United States Economy', 'Organized Labor', 'United States Politics and Government']","Several hundred thousand federal workers keep showing up at their jobs every day — screening luggage for explosives, policing prisons, preparing to open tax filing season — even though they aren’t getting paid. You wouldn’t expect that at a private company or, say, in almost any European country. But they keep reporting for work, in the midst of what is now the longest federal shutdown in United States history.",Washington,U.S.,News
"Bob Kuechenberg, 71, Dies; Gritty Guard With Champion Dolphins","Playing through injuries, he was a critical part of a daunting offensive line that helped Miami win back-to-back Super Bowls and achieve a perfect season.",2019-01-16T19:42:26+0000,By Daniel E. Slotnik,1,"['Kuechenberg, Bob (1947-2019)', 'Deaths (Obituaries)', 'Football', 'Miami Dolphins', 'Super Bowl']","Bob Kuechenberg, a six-time Pro Bowl guard in the National Football League, two-time Super Bowl champion and member of the only N.F.L. team to achieve a perfect season, the 1972 Miami Dolphins, died on Saturday at his home in Fort Lauderdale, Fla. He was 71.",Obits,Obituaries,Obituary (Obit)
Interim President of Michigan State Will Resign After Nassar Remarks,Pressure mounted on John Engler to step down after he was quoted saying that some of Lawrence Nassar’s victims were enjoying “the spotlight.”,2019-01-16T19:56:29+0000,By Julia Jacobs and Sarah Mervosh,1,"['Engler, John M', 'Michigan State University', 'Nassar, Lawrence G (1963- )', 'Boards of Directors', 'Sex Crimes', 'USA Gymnastics']","On Thursday, the board of trustees at Michigan State University named a top university administrator, Satish Udpa, as the new interim president, to replace John Engler, after roundly condemning Mr. Engler’s comments and accepting his resignation, effective immediately. Read more.",Express,U.S.,News
